Package ID,Gluten Content (%),Dough Elasticity Index,Dampening Time (hours),Package Weight (g),Ash content (%),Production Recipe,Moisture (%),Starch Content (%),Production Mill,Package Volume (cm3),Proteins (g)/100g,Color,Quality,
148450,9.48,49.653,32,797.733,1.69,1,14.74,57.69,Happy Blackberry Windmill,999.5013786,9.75,2,Low,
148653,9.26,49.52,5,801.076,1.78,5,14.09,58.85,Happy Blackberry Windmill,1000.353015,9.18,5,Average,
149062,10.35,38.46,45,802.064,1.76,1,14.55,57.75,Redwood Orchard Watermill,1001.586238,10.36,2,Low,
149533,10.42,42.262,26,802.545,1.73,2,14.13,56.55,Happy Blackberry Windmill,999.9700126,11.11,3,Average,
151468,10.57,41.446,34,800.871,1.74,3,14.2,55.12,Happy Blackberry Windmill,1000.096914,10.6,3,Average,
151825,12.17,32.329,38,820.764,1.77,3,14.22,53.02,Happy Blackberry Windmill,1001.623579,11.34,2,Average,
152055,11.81,39.984,28,795.836,1.7,5,15.2,51.48,Happy Blackberry Windmill,999.3472181,12.13,3,Low,
152126,13.19,42.753,50,808.312,1.65,3,14.81,50.93,Happy Blackberry Windmill,1000.516471,12.33,2,Average,
152243,8.75,40.122,43,801.225,1.91,4,14.39,58.06,Happy Blackberry Windmill,1000.538889,8.9,2,Low,
153599,9.63,59.267,31,796.269,1.65,2,14,58.60,Happy Blackberry Windmill,997.6668537,10.08,4,Average,
153714,11.3,34.306,32,799.627,1.8,4,14.24,55.38,Happy Blackberry Windmill,999.6516643,10.56,4,Average,
154301,11.08,38.951,24,805.246,1.76,5,14.37,54.12,Happy Blackberry Windmill,998.9170626,11.66,3,Average,
155621,9.77,31.597,57,799.449,1.75,2,14.13,57.59,Happy Blackberry Windmill,998.3209298,9.43,2,Average,
156197,10.72,50.117,43,794.754,1.6,3,14.33,57.83,Happy Blackberry Windmill,1001.337119,10.19,2,Average,
156502,10.35,33.85,42,799.051,1.68,3,14.04,56.61,Happy Blackberry Windmill,1000.040374,9.78,2,Low,
157030,10.21,40.592,46,803.93,1.7,4,14.17,59.27,Happy Blackberry Windmill,998.3835382,9.59,2,Average,
158034,9.84,42.8,23,803.07,1.75,4,14.09,57.54,Happy Blackberry Windmill,1000.624508,10.06,4,Average,
158231,10.42,55.677,50,802.349,1.81,1,14.3,55.79,Happy Blackberry Windmill,998.6217593,10.19,2,Low,
158291,12.6,20.559,41,798.191,1.76,5,14.5,51.77,Happy Blackberry Windmill,1000.076147,12.38,2,Low,
160285,12.17,32.938,47,802.432,1.89,1,14.11,53.56,Happy Blackberry Windmill,998.7249933,12.41,2,Low,
160670,9.48,45.976,60,798.474,1.85,1,14.04,57.60,Happy Blackberry Windmill,999.3188028,10.22,2,Low,
160854,10.13,36.489,54,803.366,1.71,4,15.14,56.31,Happy Blackberry Windmill,1000.993138,10.24,2,Low,
161466,11.88,23.736,50,796.52,1.73,4,14.57,54.65,Happy Blackberry Windmill,1000.206725,11.26,2,Low,
162867,12.75,7.497,34,802.951,1.85,4,14.68,50.83,Happy Blackberry Windmill,1000.476289,12.02,2,Low,
163421,13.77,23.115,35,782.709,1.97,2,14.63,50.73,Happy Blackberry Windmill,999.5758463,13.44,2,Low,
163503,11.01,48.562,51,803.644,1.77,5,14.3,57.42,Happy Blackberry Windmill,999.1303097,10.39,2,Average,
164125,11.15,34.823,54,796.167,1.75,4,14.83,53.45,Happy Blackberry Windmill,999.7634232,11.56,2,Low,
165493,10.86,40.585,39,799.864,1.66,1,14.17,55.05,Happy Blackberry Windmill,998.839285,10.41,2,Average,
165882,9.92,28.393,51,800.407,1.68,4,14.52,57.38,Happy Blackberry Windmill,1000.626403,10.06,2,Low,
168038,9.33,52.571,40,784.017,1.61,4,14.66,57.73,Happy Blackberry Windmill,1000.112594,8.94,2,Average,
168511,9.92,44.703,32,803.115,1.91,1,14.15,57.23,Happy Blackberry Windmill,999.5750788,9.89,3,Low,
168699,10.93,25.956,40,787.149,1.73,3,14.63,54.90,Happy Blackberry Windmill,999.5799052,10.49,2,Low,
168817,9.63,42.807,59,799.24,1.72,5,14.04,57.50,Happy Blackberry Windmill,1001.390323,9.19,2,Average,
169259,8.9,43.336,43,789.522,1.97,4,14.17,60.35,Happy Blackberry Windmill,999.2146843,8.64,2,Low,
169916,10.28,50.287,-49,802.211,1.79,1,14.39,57.39,Happy Blackberry Windmill,1000.660718,10.64,10,Average,
170403,10.5,51.004,26,805.792,1.72,1,14.68,58.02,Happy Blackberry Windmill,1001.800299,10.03,4,Average,
171030,10.57,50.107,49,796.338,1.83,5,14.24,56.74,Happy Blackberry Windmill,999.978091,10.46,3,Low,
171913,9.63,40.589,33,798.194,1.71,3,15.97,56.46,Happy Blackberry Windmill,997.8596535,9.43,3,Average,
171983,10.93,23.578,42,800.473,1.78,5,14.24,57.04,Happy Blackberry Windmill,998.4928428,10.33,2,Low,
172058,12.68,21.379,39,798.081,1.78,5,14.2,53.14,Happy Blackberry Windmill,998.8267317,13.02,2,Low,
172919,8.97,59.181,38,804.905,1.81,1,14.15,59.09,Happy Blackberry Windmill,1000.696995,8.52,3,Low,
173560,9.92,39.44,34,804.164,1.91,5,14.13,57.72,Happy Blackberry Windmill,1000.880587,10.12,2,Low,
174018,10.79,35.241,45,795.002,1.68,1,14.17,54.45,Happy Blackberry Windmill,999.4138666,11.2,2,Average,
174499,10.64,40.281,59,801.168,1.74,2,14.22,56.84,Happy Blackberry Windmill,1000.467083,11.23,2,Average,
174897,9.7,48.215,48,796.916,1.72,3,15.25,57.26,Happy Blackberry Windmill,999.5892972,9.6,2,Average,
175946,12.1,21.44,55,794.394,1.83,1,14.39,54.03,Happy Blackberry Windmill,999.7652867,12.35,2,Low,
178103,10.93,47.371,56,792.769,1.68,5,14.24,57.43,Happy Blackberry Windmill,999.9542101,10.29,2,Average,
178544,-13.04,24.452,46,806.405,1.9,3,14.46,78.21,Happy Blackberry Windmill,1000.354695,12.74,3,Low,
178984,11.15,44.504,36,808.762,1.72,5,14.2,55.44,Happy Blackberry Windmill,1001.074405,10.62,3,Average,
179543,10.13,35.326,33,805.282,1.72,4,14.48,56.09,Happy Blackberry Windmill,998.9616776,10.67,2,Average,
179868,10.13,34.329,33,800.991,1.94,1,14.15,58.51,Happy Blackberry Windmill,1000.246366,9.74,2,Low,
181003,9.63,48.159,56,794.61,1.6,2,14.55,59.92,Happy Blackberry Windmill,1001.155461,9.25,1,Average,
181405,10.64,19.834,33,796.799,1.87,5,14.09,56.23,Happy Blackberry Windmill,1000.557437,9.96,2,Low,
181673,13.69,32.081,41,803.626,1.91,3,14.85,49.54,Happy Blackberry Windmill,1000.211616,13.09,2,Low,
182127,9.92,34.114,50,807.252,1.54,3,14.26,57.02,Happy Blackberry Windmill,1001.404917,9.32,2,Low,
183780,11.3,22.103,52,804.855,1.92,1,14.5,53.62,Happy Blackberry Windmill,999.5323924,10.9,2,Low,
184209,10.57,31.762,57,804.087,1.74,3,14.35,56.46,Happy Blackberry Windmill,1000.784542,10.31,2,Average,
185052,11.66,36.935,16,802.818,1.76,4,14.13,55.93,Happy Blackberry Windmill,999.2049068,11.01,4,Average,
185359,9.55,30.48,52,799.928,1.9,1,14.33,57.22,Happy Blackberry Windmill,998.918952,9.38,2,Low,
187089,12.39,20.481,51,800.005,1.69,4,14.52,52.88,Happy Blackberry Windmill,999.0158165,12.18,3,Low,
188034,12.1,30.134,47,804.906,1.9,2,14.41,51.89,Happy Blackberry Windmill,999.595906,12.1,3,Low,
188337,9.92,55.536,37,802.456,1.75,1,14.11,58.74,Happy Blackberry Windmill,999.8589393,10.14,2,Average,
188575,10.86,47.287,67,798.691,1.59,1,15.12,53.99,Happy Blackberry Windmill,999.5905196,10.72,1,Low,
189419,11.01,39.091,40,802.834,1.9,5,14.06,55.79,Happy Blackberry Windmill,1000.330923,11.21,3,Low,
189917,8.61,52.62,50,802.681,1.57,2,14.17,59.61,Happy Blackberry Windmill,1001.24677,8.17,2,Average,
190047,10.57,52.355,12,800.52,1.79,5,14.11,54.93,Happy Blackberry Windmill,999.658733,10.92,4,Average,
190353,13.11,17.184,38,803.375,1.9,2,14.11,51.71,Happy Blackberry Windmill,1001.00513,13.18,2,Low,
191855,9.99,34.126,33,797.514,1.74,3,14.85,56.39,Happy Blackberry Windmill,999.2278783,9.82,2,Low,
192564,12.1,50.324,47,791.512,1.63,3,14.61,53.88,Happy Blackberry Windmill,1000.609133,11.82,1,Average,
193543,11.15,31.385,37,800.232,1.89,5,14.26,55.77,Happy Blackberry Windmill,999.2990096,11.76,2,Low,
193770,9.84,39.526,45,794.632,1.68,4,14.11,57.87,Happy Blackberry Windmill,998.9487165,9.74,3,Average,
194163,11.66,36.215,33,796.924,1.79,1,14.2,55.42,Happy Blackberry Windmill,1000.714313,11.69,2,Low,
194487,10.28,49.914,59,805.998,1.67,2,14.2,55.76,Happy Blackberry Windmill,999.8495841,10.87,2,Average,
194872,10.57,41.935,48,800.387,1.74,5,14.35,58.00,Happy Blackberry Windmill,999.4926486,9.93,3,Average,
195459,9.84,38.614,12,801.536,1.74,1,14.26,58.78,Happy Blackberry Windmill,999.8193908,10.33,4,Average,
195675,9.55,36.066,-5,793.114,1.73,2,14.06,59.01,Happy Blackberry Windmill,1000.3902,10.34,8,Average,
196109,11.01,37.571,28,802.228,1.66,4,14.39,55.82,Happy Blackberry Windmill,1000.682759,11.34,4,Average,
196168,8.83,49.1,37,795.156,1.6,5,14.02,59.09,Happy Blackberry Windmill,1000.724329,9.25,2,Low,
197270,9.99,43.969,44,799.42,1.71,2,14.09,58.80,Happy Blackberry Windmill,999.3920392,9.35,3,Average,
198433,10.13,36.919,43,800.075,1.76,5,14.41,56.49,Happy Blackberry Windmill,1001.322869,9.89,2,Average,
198898,10.13,39.825,51,795.566,1.68,1,14.41,58.90,Happy Blackberry Windmill,1001.24021,9.84,1,Average,
199883,9.48,41.566,18,798.749,1.75,1,14.06,57.87,Happy Blackberry Windmill,999.6635391,10.21,6,Average,
200693,9.19,57.29,42,803.281,1.94,5,13.95,59.11,Happy Blackberry Windmill,1001.995225,9.23,2,Low,
200822,9.55,39.482,24,800.558,1.85,5,14.17,59.43,Happy Blackberry Windmill,999.7053932,9.12,3,Low,
200876,11.73,39.353,46,792.832,1.72,2,14.24,54.61,Happy Blackberry Windmill,998.9160923,11.77,3,Low,
202409,12.97,29.446,60,802.169,1.86,3,14.28,51.93,Happy Blackberry Windmill,999.5016732,12.35,2,Low,
202481,9.33,60.518,19,800.842,1.7,2,14.39,58.32,Happy Blackberry Windmill,1000.060853,9.81,5,Average,
203584,11.15,28.039,37,795.959,1.73,5,14.44,56.32,Happy Blackberry Windmill,999.5022094,10.92,3,Average,
204249,10.13,38.296,46,808.647,1.75,4,14.04,58.60,Happy Blackberry Windmill,999.8329349,9.88,2,Average,
205387,10.86,47.784,43,786.895,1.64,2,14.26,56.30,Happy Blackberry Windmill,998.1330504,11.05,3,Average,
205731,8.54,52.71,29,800.183,1.83,4,14.39,60.96,Happy Blackberry Windmill,1000.346242,9.07,3,Average,
206725,10.21,40.8,59,795.614,1.67,4,14.28,57.90,Happy Blackberry Windmill,1001.301314,9.91,2,Low,
207013,10.72,25.878,47,803.061,1.9,5,14.7,53.33,Happy Blackberry Windmill,999.5085283,11.37,3,Low,
207077,9.99,47.243,25,799.298,1.74,2,14.52,56.37,Happy Blackberry Windmill,1000.34998,9.92,3,Average,
208294,10.42,46.987,41,799.193,1.92,4,14.24,54.67,Happy Blackberry Windmill,999.1088643,11.12,3,Low,
208823,9.48,33.917,33,793.947,1.89,2,14.3,58.02,Happy Blackberry Windmill,999.2024284,9.29,2,Low,
209403,10.72,39.7,33,799.38,1.71,4,15.01,56.17,Happy Blackberry Windmill,1000.453028,11.08,4,Low,
209818,10.64,17.9,44,799.633,1.86,1,14.52,55.46,Happy Blackberry Windmill,998.5513731,10.05,2,Low,
212360,9.84,60.103,-5,808.455,1.67,4,14.74,55.78,Happy Blackberry Windmill,999.5952048,10.48,7,Average,
213128,10.35,35.276,34,800.156,1.75,1,14.48,55.14,Happy Blackberry Windmill,1000.312947,10.51,2,Average,
213280,11.37,45.999,44,800.47,1.76,4,14.41,53.89,Happy Blackberry Windmill,1000.704882,10.95,3,Average,
213282,9.26,58.022,56,802.03,1.92,3,14.3,58.37,Happy Blackberry Windmill,999.3281437,8.95,2,Low,
213803,10.13,39.309,38,806.627,1.81,5,14.26,56.45,Happy Blackberry Windmill,1000.629453,10.13,2,Average,
215096,10.86,39.905,51,798.47,1.6,2,14.57,53.90,Happy Blackberry Windmill,999.3132827,11.23,2,Low,
216480,10.5,44.159,27,797.413,1.76,1,14.44,55.59,Happy Blackberry Windmill,1000.212599,11.02,4,Average,
216554,11.51,44.575,32,805.792,1.69,3,14.11,55.90,Happy Blackberry Windmill,1000.695568,11.63,2,Average,
216632,10.21,46.565,57,804.873,1.74,2,14.13,57.00,Happy Blackberry Windmill,999.555169,10.27,2,Average,
217077,9.55,36.475,46,799.891,1.95,2,14.48,58.92,Happy Blackberry Windmill,998.8723929,9.08,2,Low,
217117,11.22,42.804,28,800.495,1.8,1,14.26,54.22,Happy Blackberry Windmill,999.6276402,11.79,3,Average,
218234,10.21,35.194,54,794.544,1.69,5,14.33,56.56,Happy Blackberry Windmill,1001.072589,10.17,2,Average,
218879,10.13,43.483,41,809.785,1.65,2,14.22,57.56,Happy Blackberry Windmill,999.0477224,9.83,2,Average,
219184,11.51,35.277,2,804.182,1.73,4,14.15,55.22,Happy Blackberry Windmill,1000.903102,11.89,5,Average,
219832,11.51,38.446,25,801.08,1.75,4,14.35,55.09,Happy Blackberry Windmill,1000.357197,12.04,3,Average,
220258,11.73,29.483,40,809.872,1.9,1,14.68,54.55,Happy Blackberry Windmill,1001.347527,11.03,3,Low,
220770,9.33,50.113,42,801.331,1.79,1,14.2,58.11,Happy Blackberry Windmill,1000.671716,9.28,2,Low,
221520,9.26,63.386,2,800.792,1.72,2,14.11,60.30,Happy Blackberry Windmill,998.8904828,8.82,5,Average,
221521,9.33,36.825,44,802.234,1.71,3,14.06,58.59,Happy Blackberry Windmill,1000.689716,9.81,2,Average,
221522,10.79,31.873,38,794.94,1.68,2,14.15,54.67,Happy Blackberry Windmill,1000.452996,10.77,2,Average,
221685,10.42,44.989,40,799.033,1.8,5,14.26,57.80,Happy Blackberry Windmill,997.8009585,9.74,2,Average,
222200,10.42,39.989,19,800.718,1.82,4,14.72,56.89,Happy Blackberry Windmill,1001.015425,9.73,4,Low,
222621,9.26,57.647,5,796.051,1.75,4,14.66,57.83,Happy Blackberry Windmill,999.6175541,8.98,6,Average,
222664,11.01,41.994,54,802.05,1.71,3,14.26,54.38,Happy Blackberry Windmill,1002.680255,11.61,1,Average,
222799,10.28,28.102,18,801.755,1.71,4,15.14,55.23,Happy Blackberry Windmill,998.9858191,10.08,4,Low,
222966,11.22,32.843,58,804.663,1.8,5,14.28,55.11,Happy Blackberry Windmill,1000.396842,10.79,2,Low,
224533,11.37,34.04,57,803.086,1.79,2,14.06,54.26,Happy Blackberry Windmill,1000.644773,11.69,2,Average,
227107,10.72,47.66,37,796.563,1.74,5,14.3,56.28,Happy Blackberry Windmill,999.1468886,11.19,2,Average,
227822,12.46,23.724,44,804.547,1.8,1,14.41,52.24,Happy Blackberry Windmill,999.1493469,11.95,2,Low,
228167,9.63,31.368,23,801.849,1.65,5,14.04,59.40,Happy Blackberry Windmill,999.1028727,9.96,5,Average,
228290,11.22,39.341,18,802.914,1.76,2,14.17,53.27,Happy Blackberry Windmill,1000.430597,11.63,4,Average,
228957,10.13,44.372,27,796.891,1.74,2,14.44,58.18,Happy Blackberry Windmill,998.4470792,10.37,4,Average,
229037,9.77,57.496,51,793.815,1.67,2,14.74,55.76,Happy Blackberry Windmill,1002.396237,10.48,2,Average,
229104,9.26,50.116,50,802.268,1.72,5,14.35,59.63,Happy Blackberry Windmill,1000.731439,8.71,3,Average,
229104,9.26,50.116,50,802.268,1.72,5,14.35,59.63,Happy Blackberry Windmill,1000.731439,8.71,3,Average,
229158,9.99,42.875,60,798.745,1.78,5,14.17,56.74,Happy Blackberry Windmill,1001.884179,9.34,2,Average,
229158,9.99,42.875,60,798.745,1.78,5,14.17,56.74,Happy Blackberry Windmill,1001.884179,9.34,2,Average,
230388,11.44,32.292,39,804.802,1.75,5,14.37,54.05,Happy Blackberry Windmill,1000.57009,11.55,2,Low,
230388,11.44,32.292,39,804.802,1.75,5,14.37,54.05,Happy Blackberry Windmill,1000.57009,11.55,2,Low,
230581,10.28,29.241,50,788.108,1.6,3,14.77,55.57,Happy Blackberry Windmill,999.6714453,10.79,1,Low,
230686,10.64,35.645,20,802.956,1.7,3,14.13,57.31,Happy Blackberry Windmill,1000.482912,11.1,4,Average,
231482,10.57,39.744,47,797.149,1.75,5,14.77,55.34,Happy Blackberry Windmill,998.7702836,10.46,2,Low,
231533,10.06,39.554,49,800.367,1.72,1,14.44,57.82,Happy Blackberry Windmill,997.2560552,9.8,2,Average,
232600,10.21,41.446,29,789.84,1.86,1,14.26,55.92,Happy Blackberry Windmill,999.6179882,10.89,4,Low,
232807,9.26,43.466,28,800.845,1.72,2,14.04,60.49,Happy Blackberry Windmill,1001.17337,8.75,3,Average,
234379,10.5,44.052,55,780.58,1.72,3,14.24,57.88,Happy Blackberry Windmill,1000.257359,10.59,2,Average,
234506,10.86,37.444,57,798.184,1.69,1,14.41,55.36,Happy Blackberry Windmill,1000.066979,11.51,2,Low,
236657,9.26,45.539,13,801.116,1.62,4,14.13,60.64,Happy Blackberry Windmill,999.2950074,8.81,5,Average,
237146,10.42,35.029,61,801.491,1.87,5,14.22,56.16,Happy Blackberry Windmill,998.656954,10.74,2,Low,
237980,10.13,43.619,29,804.017,1.7,3,14.72,56.52,Happy Blackberry Windmill,999.5934232,9.68,4,Average,
238194,9.63,54.905,52,794.104,1.62,2,14.68,57.93,Happy Blackberry Windmill,999.401003,9.58,1,Average,
238565,10.57,33.43,42,801.88,1.71,4,14.41,56.10,Happy Blackberry Windmill,999.1413813,10.4,2,Average,
239043,9.99,48.562,60,792.162,1.74,3,14.39,56.38,Happy Blackberry Windmill,1001.430969,10.5,2,Average,
239615,9.7,48.942,57,788.735,1.7,4,14.92,56.89,Happy Blackberry Windmill,1000.467076,9.87,2,Average,
240378,10.13,40.255,37,801.711,1.81,3,14.13,57.62,Happy Blackberry Windmill,1000.037708,10.62,3,Low,
240660,11.15,42.542,31,803.449,1.74,5,14.94,56.26,Happy Blackberry Windmill,1001.096904,10.72,3,Average,
240862,10.35,37.043,31,804.557,1.72,5,15.09,56.76,Happy Blackberry Windmill,1002.476985,9.69,3,Average,
